0.00,207,430
0.04,208,431
0.08,207,433
0.13,206,435
0.17,206,437
0.21,206,439
0.25,206,441
0.29,208,442
0.33,207,442
0.38,208,445
0.42,207,445
0.46,204,449
0.50,201,449
0.54,202,449
0.58,203,448
0.63,202,449
0.67,203,448
0.71,204,447
0.75,202,447
0.79,202,447
0.83,202,447
0.88,201,447
0.92,199,448
0.96,199,447
1.00,199,447
1.04,198,448
1.08,196,449
1.13,196,449
1.17,196,449
1.21,194,449
1.25,194,449
1.29,193,449
1.33,193,449
1.38,191,450
1.42,190,450
1.46,190,450
1.50,190,450
1.54,189,450
1.58,189,451
1.63,188,451
1.67,189,449
1.71,187,451
1.75,186,452
1.79,185,452
1.84,188,448
1.88,183,446
1.92,185,448
1.96,185,448
2.00,183,450
2.04,183,451
2.09,182,451
2.13,182,451
2.17,181,454
2.21,180,452
2.25,180,453
2.29,179,453
2.34,179,453
2.38,278,5
2.42,279,5
2.46,1,9
2.50,172,455
2.54,279,5
2.59,1,9
2.63,1,9
2.67,1,10
2.71,1,10
2.75,1,10
2.79,1,10
2.84,171,455
2.88,2,10
2.92,2,10
2.96,2,10
3.00,2,11
3.04,2,11
3.09,2,11
3.13,2,11
3.17,2,12
3.21,2,12
3.25,2,12
3.29,2,12
3.34,2,12
3.38,2,12
3.42,2,12
3.46,2,12
3.50,2,12
3.55,2,12
3.59,2,12
3.63,2,12
3.67,2,12
3.71,2,12
3.75,2,13
3.80,2,13
3.84,2,13
3.88,2,13
3.92,2,14
3.96,2,14
4.00,2,14
4.05,2,14
4.09,2,14
4.13,2,14
4.17,2,14
4.21,2,14
4.25,2,14
4.30,2,14
4.34,3,14
4.38,3,14
4.42,2,14
4.46,2,14
4.50,2,14
4.55,3,14
4.59,2,15
4.63,3,15
4.67,219,406
4.71,3,15
4.75,217,408
4.80,214,410
4.84,215,410
4.88,3,15
4.92,3,15
4.96,3,15
5.01,3,15
5.05,3,15
5.09,3,15
5.13,3,15
5.17,3,15
5.21,3,15
5.26,3,15
5.30,3,15
5.34,3,15
5.38,3,15
5.42,3,15
5.46,3,15
5.51,3,15
5.55,3,16
5.59,3,16
5.63,3,16
5.67,3,16
5.71,3,16
5.76,3,16
5.80,3,16
5.84,3,16
5.88,3,16
5.92,3,16
5.96,3,16
6.01,3,16
6.05,3,16
6.09,3,16
6.13,3,16
6.17,3,16
6.21,3,16
6.26,3,16
6.30,3,16
6.34,3,16
6.38,3,16
6.42,3,17
6.46,3,17
6.51,3,17
6.55,3,17
6.59,3,17
6.63,3,17
6.67,3,17
6.72,3,17
6.76,3,17
6.80,3,17
6.84,3,17
6.88,3,17
6.92,3,17
6.97,3,17
7.01,3,17
7.05,3,17
7.09,3,17
7.13,3,16
